Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,939.95
Lenovo,AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz,AMD Radeon Graphics,32 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,,1778.81
ASUS,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3080,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,5.07 lbs.,1699.99
Lenovo,Intel Core i7-1165G7,Intel UHD Graphics,20GB,17.3 Inches,1600x900,1TB SSD,Windows 11 Pro,4.7,849.0
Acer,AMD Ryzen 5 7520U Quad-core (4 Core) 2.80 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,,539.37
Lenovo,Corei7-1260P,Iris Xe Graphics,1TB SSD,14 Inches,2.8K,1TB SSD,Windows 10 Home,3.28 lbs,799.99
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4090,64GB DDR5,16 Inches,1920 x 1080,2TB 990 PCIe 4x4 SSD,Windows 11 Pro,5 - 5.9 lbs.,4679.0
MSI,12th Gen Intel Core i7-12650H,GeForce RTX 4060,16GB,15.6 Inches,1920 x 1080,1TB PCIe SSD,Windows 11 Pro,,1079.99
Dell,AMD Ryzen 7 5825U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,,599.99
Dell,Intel Core i7-1355U,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4,853.0
ASUS,AMD Ryzen 9,AMD Radeon Graphics,16GB,13.4 Inches,1920 x 1200,512GB SSD,Windows 11 Home,,1524.99
HP,AMD Ryzen 3 7320U (Beat i5-1035G1),  AMD Radeon Graphics,8GB,17.3 Inches,1600 x 900,1024GB SSD,Windows 11 Home,,489.99
Acer,Intel Core i3-1115G4,Intel HD Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,5 - 5.9 lbs.,526.99
Lenovo,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,1120.05
Lenovo,AMD Ryzen 5,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,,749.55
Lenovo,AMD Ryzen 5,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,,749.55
Dell,Intel Core i3-1115G4,Intel UHD Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4,399.99
MSI,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Max-Q,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,,711.79
DELL,Intel Core i7-1365U,Intel HD Graphics,16GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 11 Pro,,1736.54
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,820.99
SMART BUY ELITEBOOK,Intel Core i5-1345U,Intel HD Graphics 620,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,,1186.65
HP,Intel Core i7 13th Gen 13700H (2.40GHz),NVIDIA GeForce RTX 4050,16 GB,16.1 Inches,1920 x 1080,1 TB PCIe SSD,Windows 11 Home,5.15 lbs.,999.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1066.05
Lenovo,Intel Core i7-13700H (3.70GHz),Intel HD Graphics 620,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1837.31
ASUS,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4090,64GB DDR5,16 Inches,1920 x 1080,4TB SSD,Windows 11 Pro,5 - 5.9 lbs.,4729.0
Lenovo,Intel Core i7-13700HX,Intel HD Graphics 620,32GB,16 Inches,1920 x 1080,1TB SSD,Windows 11 Home,,2179.05
HP,AMD Ryzen 5 7540U,AMD Radeon 740M Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Home,,736.84
Dell,AMD Ryzen 3 7320C Quad-core (4 Core) 2.40 GHz,AMD Radeon 610M Graphics,8 GB,14 Inches,1920 x 1200,256 GB SSD,ChromeOS,,698.15
Lenovo,Intel Core i5 12th Gen i5-1235U,Intel Iris Xe Graphics,8 GB,16 Inches,2560 x 1600,256 GB SSD,Chrome OS,,710.99
Lenovo,AMD Ryzen 7 PRO 7840U Octa-core (8 Core) 3.30 GHz,AMD Radeon 780M Graphics,32 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,,1430.68
HP,AMD Ryzen 3 3250,AMD Radeon Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 11S,3 - 3.9 lbs.,539.0
Dell,Intel Core i7-9750H,Intel UHD Graphics,16GB,15.6 Inches,1920 x 1200,512GB SSD,Windows 10 Home,,2110.48
Acer,Intel Core i5-1240P,GeForce RTX 3050,64GB DDR4,15.6 Inches,1920 x 1080,2TB NVMe SSD,Windows 11 Pro,,849.99
Lenovo,Intel Core i9 13th Gen i9-13950HX Tetracosa-core (24 Core),NVIDIA RTX 2000,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,,2801.37
HP,Intel Core i7-1355U,Intel Iris Xe Graphics,64GB,17.3 Inches,1920 x 1080,2TB SSD + 1TB HDD,Windows 11 Home,4 - 4.9 lbs.,1099.99
Acer,"AMD Ryzen 7 7735HS (8-core/16-thread, 16MB cache, up to 3.9 GHz max boost)",GeForce RTX 4070,64GB DDR5,16 Inches,2560 x 1600,2TB PCIe 4.0 SSD,Windows 11 Pro,,1549.99
Acer,AMD Ryzen 3 7320U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Home,4 - 4.9 lbs.,478.79
Dell,Intel Core i7-1185G7 vPro,Intel Iris Xe Graphics,32GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,3.2,1049.99
ASUS,Intel Core i5-1235U,Intel Iris X Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Home,,521.99
Lenovo,Intel Core i5-13500H Processor,NVIDIA GeForce RTX 4050,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,lbs,929.99
Lenovo,Intel Core i5-1140G7,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,3689.0
HP,Intel Core i5-13420H Processor,NVIDIA GeForce RTX 3050 Graphics,32GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,5 - 5.9 lbs.,981.0
Lenovo,i3-N305 (1.1GHz),Intel UHD Graphics,8GB,14 Inches,1920 x 1080,128GB SSD,Chrome OS,1.00 lbs,349.99
Lenovo,Intel Core i7-13700H Processor,NVIDIA GeForce RTX 4050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,999.99
MSI,Intel Core i7 12th Gen i7-12650H Deca-core (10 Core) 1.70 GHz,NVIDIA GeForce RTX 4070 with 8 GB Front Camera/Webcam,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1549.0
Lenovo,Qualcomm Snapdragon 8cx Gen 3,Qualcomm Adreno 690,16 GB,13.3 Inches,1920 x 1200,256 GB SSD,Windows 11 Pro,,649.93
Lenovo,Intel Core i7-1360P (3.1GHz),NVIDIA GeForce RTX 2060,32GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1319.0
Dell,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,,869.0
Dell,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Pro,,1075.0
CTL,Intel Celeron N4500 (1.10GHz) ,Intel UHD Graphics,4GB,11.6 Inches,1366 x 768,64 GB Flash SSD,Chrome OS,,281.53
HP,Intel Core i5 13th Gen 13500H (2.60GHz),NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,5.06 lbs.,949.99
Lenovo,Intel Core i7-1165G7,Intel UHD Graphics,36GB DDR4,17.3 Inches,1600x900,512GB SSD,Windows 11 Pro,4.7,849.0
Dell,Intel Core i7-1255U Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,,1199.0
Lenovo,Intel Core i7-13700H Processor,Intel® HD Graphics 620,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,1459.0
Dell,Intel Core i7-1355U,Intel Iris Xe Graphics,64GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,,1052.0
Samsung,Intel Celeron N4000 X2 (1.1GHz),Intel UHD Graphics 600,4GB,15.6 Inches,1920 x 1080,128GB SSD,Chrome OS,3.75 Pounds,479.0
Lenovo,12th Gen Intel Core i7-1255U 10-Core Processor,NVIDIA GeForce MX550 2GB GDDR6,16GB DDR4 RAM,15.6 Inches,1920 x 1080,512GB Solid State Drive,Windows 11 Pro 64 Bit,4.1,865.0
Dell,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,,959.99
Dell,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,,915.0
Lenovo,AMD Ryzen 7 7735H,GeForce RTX 4060,32GB DDR5,15.6 Inches,WQHD IPS,2TB NVMe SSD,Windows 11 Pro,,1329.99
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 11 Home,,499.99
Lenovo,Intel Core i7-1260P vPro,Intel HD Graphics 620,16GB,14.0 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,,1199.99
Lenovo,Intel Core i7-1360P (3.70GHz),NVIDIA RTX A500,16GB,16 Inches,3840 x 2400,1TB SSD,Windows 11 Pro,,1699.99
Lenovo,Intel Core i7-1065G7 (2.20GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1182.65
Lenovo,Intel Core i7-1255U,Intel Iris Xe,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,,940.05
Lenovo,Intel Core i5-1335U (2.2GHz),Intel UHD Graphics,8GB,16 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,670.89
Lenovo,Intel Core i5 12th Gen i5-1235U Deca-core (10 Core),Intel UHD Graphics,16 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 11 Home,,999.99
Lenovo,Intel Core i5-1340P (3.1GHz),NVIDIA GeForce GTX 1050,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1279.0
Dell,AMD Ryzen 7 5700U,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4,599.99
Lenovo,AMD Ryzen 3 3200U (2.1GHz),AMD Radeon Graphics,8GB,14 Inches,1920 x 1080,128GB SSD,Windows 10 Home,1.00 lbs,199.0
Lenovo,12th Gen Intel Core i7-1255U 10-Core Processor,NVIDIA GeForce MX550 2GB GDDR6,16GB DDR4 RAM,15.6 Inches,1920 x 1080,512GB Solid State Drive,Windows 11 Home,4.1,849.99
Lenovo,Intel Core i5-1340P (3.1GHz),Intel UHD Graphics 620,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1269.0
ASUS,AMD Ryzen 7 5800HS,NVIDIA GeForce RTX 3060,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Home,,1059.99
Dynabook,Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core),Intel HD Graphics,16 GB,15.6 Inches,1366 x 768,256 GB SSD,Windows 11 Pro,,1260.99
Lenovo,Intel Core i7-13620H,NVIDIA GeForce RTX 4050,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,5.72 lbs,949.99
THINKPAD,Intel Core i7 12700H (3.50GHz) ,Intel HD Graphics 620,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 11 Home,,2233.67
Lenovo,Intel Core i7-13700H (2.9GHz),NVIDIA GeForce RTX A500,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1489.0
Lenovo,Intel Core i7-1185G7 3.0G 4C VPro,Intel Iris Xe,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro 64,2.49 lbs,943.24
Acer,Intel Core i5 12th Gen 1240P (1.70GHz),Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,2.76 lbs.,662.0
Lenovo,Intel Core i5-1240P (2.2GHz),Intel Iris Xe Graphics,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 10 Home,,549.0
Lenovo,Intel Core i5-1240P (2.4GHz),Intel Iris Xe Graphics,8GB,13.3 Inches,2560 x 1600,256GB SSD,Windows 10 Home,,549.0
Lenovo,Intel Celeron N4020 (1.1GHz),Intel UHD Graphics 600,4GB,11.6 Inches,1366 x 768,64GB eMMC,Chrome OS,,251.99
Lenovo,Intel Core i5-1235U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Home,3.31 lbs.,515.56
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,32GB,17.3 Inches,1600 x 900,1TB SSD,Windows 11 Home,,1059.0
Lenovo,Intel Core i5-1240P,Intel Iris Xe Graphics,8 GB,13.3 Inches,2560 x 1600,256 GB SSD,Windows 10 Home,,710.55
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics 605,16GB,15.6 Inches,1920 x 1080,128GB SSD,Windows 10 Home,lbs,174.59
Samsung,Intel Core i5 2.20 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,,1308.23
Lenovo,Intel i5-1335U,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,656.11
LG,Intel Core i5,Intel HD Graphics,8 GB,16 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,949.56
HP,AMD Ryzen 5,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,,649.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1299.99
Lenovo,Intel Core i5-1235U Processor,Intel UHD Graphics 620,8 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,711.6
Lenovo,Intel Core i5-1240P (2.2GHz),Intel Iris Xe Graphics,8GB,13.3 Inches,2560 x 1600,256GB SSD,Windows 10 Home,,647.55
HP,AMD Ryzen 7 PRO 5850U Octa-core (8 Core) 1.90 GHz,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,,699.99
LG,Intel Core i5,Intel HD Graphics,8 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,1026.4
Lenovo,AMD Ryzen 5 6600U,AMD Radeon 660M,8GB,13.3 Inches,2560 x 1600,256GB SSD,Windows 10 Home,,499.0
Microsoft,Intel Core i5-8265U,Intel UHD Graphics 620,16GB,9.7 Inches,1920 x 1080,256GB SSD,Windows 10 Home,,1568.99
Lenovo,AMD Ryzen 7-7840HS,NVIDIA GeForce RTX 4060,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11,,979.99
Lenovo,Intel Core i7-1355U Processor,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,1149.99
Lenovo,Intel Core i7-1360P (3.6GHz),Intel Iris Xe Graphics,16 GB,13.3 Inches,2160 x 1350,512 GB SSD,Windows 10 Home,2.31 lbs,1187.45
Lenovo,Intel i5-1335U,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,752.95
Lenovo,Intel Core i5-1335U (2.2GHz),Intel Iris Xe Graphics,8GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,802.45
Lenovo,Intel Core i5-1240P (2.2GHz),Intel Iris Xe,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,870.74
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1200,256GB SSD,Windows 10 Home,,899.99
Lenovo,Intel Core i7-13700HX,NVIDIA GeForce RTX 4060,16GB,16 Inches,2560 x 1600 WQXGA,512GB SSD,Windows 11 Onyx Grey,,1249.99
Microsoft,Intel Core i5-1135G7 (2.40GHz),Intel Iris Xe Graphics,8GB,13 Inches,2880 x 1920,128GB SSD,Windows 11 Home,1.96 lbs.,699.99
Lenovo,AMD Ryzen 7 2700U,AMD Radeon Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,670.45
Lenovo,Intel Core i7-1355U,Intel UHD Graphics,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro 64-bit,,1063.99
LG,Intel Core i5,Intel HD Graphics,8 GB,17 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,1269.43
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,3 - 3.9 lbs.,599.0
SAMSUNG,Qualcomm Snapdragon 7c Gen 2,Qualcomm Adreno 618,4GB,14 Inches,1920 x 1200,64GB eUFS,Windows 10 Home,3.04,329.99
LG,Intel Core i7,Intel HD Graphics,16 GB,16 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1272.95
Lenovo,Intel Core i7-1065G7 (2.20GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1182.65
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1033.56
Lenovo,Intel Core i5-1245U vPro,Intel UHD Graphics,16 GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Pro 64-bit,,1099.99
Lenovo,Intel Core i5-1335U Processor,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,1319.99
HP,Intel Pentium Silver N5000,Intel UHD Graphics,16GB,15.6 Inches,1366 x 768,1TB SSD,Windows 10 Home,3 - 3.9 lbs.,526.0
Lenovo,Intel Core i7-1065G7,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,1.00 lbs,742.99
Lenovo,Intel Core i7-12800HX,NVIDIA RTX,32 GB,16 Inches,3840 x 2400,1 TB,Windows 10 Home,,1739.0
Lenovo,AMD Ryzen 5 Pro 6650U (2.9GHz),AMD Radeon,12GB,14 Inches,1920 x 1200,512GB SSD,Windows 10 Home,1.00 lbs,727.51
Lenovo,AMD Ryzen 7 5825U,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,661.05
Lenovo,Intel Core i5-13500H (2.7GHz),Intel Iris Xe Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1289.0
HP,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 2050,32GB DDR5,15.6 Inches,1920 x 1080,2TB SSD,Windows 11 Home,5 - 5.9 lbs.,839.99
Dell,Intel Core i7 13th Gen i7-13850HX Icosa-core (20 Core) 2.20 GHz,NVIDIA RTX A1000 with 6 GB Comfort,32 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro NVIDIA RTX A1000 with 6 GB Comfort,,3193.21
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1399.05
LG,Intel Core i5 13th Gen i5-1350P Dodeca-core (12 Core) 1.90 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,,1267.18
Dell,Intel Core i7-1355U,Intel HD Graphics 620,32GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,3 - 3.9 lbs.,889.0
Lenovo,Intel Core i7-12700H Processor,NVIDIA RTX,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,1479.0
Lenovo,Intel Core i5-1240P (3.1GHz),Intel HD Graphics 620,16 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 10 Home,,1829.0
Lenovo,Intel Core i7-13700H (2.9GHz),NVIDIA RTX A1000,32GB,16 Inches,1920 x 1080,1TB,Windows 10 Home,1.00 lbs,1569.0
Lenovo,Intel Core i7-1360P (3.1GHz),NVIDIA RTX,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1599.0
Lenovo,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 10 Home,lbs,941.45
Lenovo,Intel Core i7-13700HX,NVIDIA RTX A1000,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,,1739.0
HP,Intel Core i5-1135G7,Intel Iris Xe,16GB,17.3 Inches,1920 x 1080,512GB PCIe NVMe SSD,Windows 11 Pro,,679.97
ASUS,AMD Ryzen 3 3250C Dual-core (2 Core) 2.60 GHz,AMD Radeon Graphics,4 GB,15.6 Inches,1920 x 1080,64 GB Flash Memory,Chrome OS,,370.69
CTL,Intel Celeron N4500 (1.10GHz),Intel UHD Graphics,4GB,11.6 Inches,1920 x 1200,64GB SSD,Windows 11 Home,,269.95
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Home,,945.45
Acer,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16GB,15.6 Inches,1920 x 1080,512 GB PCIe SSD,Windows 11 Home,5.51 lbs.,1197.99
MSI,"Intel Core i7-11800H (2.3GHz, 4.6GHz Max Boost)",NVIDIA GeForce RTX 3060 6GB,32GB DDR4,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Home,,1399.99
HP,Intel Core i7-1355U,Intel HD Graphics 620,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,,875.0
MSI,Intel Core i7 11th Gen 1195G7 (2.90GHz),Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,3.52 lbs.,1070.82
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA RTX A1000,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1629.0
ASUS,AMD Ryzen 7 7730U,AMD Radeon Graphics,24GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,4.63,849.0
Lenovo,Intel i9-13980HX,NVIDIA RTX,32GB,16 Inches,1920 x 1080,1TB,Windows 10 Home,1.00 lbs,2279.0
LG,Intel Core i7-8550U,Intel UHD Graphics 620,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,,923.79
HP,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics,8GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Home ,3.86 lbs.,914.99
Lenovo,Intel Core i5-1235U Processor,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 10 Home,3.04 lbs,1019.0
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,672.88
